Mat Object: (p_) 2 MPI processes
  type: mpiaij
row 175: (43, -0.19395)  (73, -0.290854)  (175, 0.866426)  (189, -0.381622) 
row 176: (44, -0.530138)  (91, -0.483824)  (176, 1.53037)  (283, -0.516404) 
row 177: (101, -0.486347)  (120, -0.221205)  (177, 1.16434)  (309, -0.456788) 
row 178: (116, -0.559035)  (144, -0.58858)  (178, 1.63704)  (280, -0.489425) 
row 179: (78, -0.517831)  (88, -0.595515)  (179, 1.58236)  (281, -0.469015) 
row 180: (20, -0.479105)  (89, -0.475517)  (180, 1.48803)  (185, -0.533412) 
row 181: (6, -0.4958)  (134, -0.458802)  (181, 1.37816)  (281, -0.423554) 
row 182: (130, -0.528606)  (182, 1.3597)  (316, -0.320624)  (463, -0.510467) 
row 183: (3, -0.495972)  (17, -0.535555)  (183, 1.40195)  (191, -0.370423) 
row 184: (112, -0.524358)  (135, -0.384674)  (153, -0.392621)  (184, 1.30165) 
row 185: (180, -0.533412)  (185, 1.34015)  (188, -0.488667)  (300, -0.318067) 
row 186: (51, -0.417424)  (145, -0.339696)  (186, 1.10035)  (303, -0.343227) 
row 187: (52, -0.484141)  (53, -0.592896)  (187, 1.67099)  (454, -0.593952) 
row 188: (160, -0.563088)  (185, -0.488667)  (188, 1.40527)  (280, -0.353514) 
row 189: (44, -0.228973)  (175, -0.381622)  (189, 1.13884)  (275, -0.528247) 
row 190: (86, -0.628641)  (87, -0.392212)  (190, 1.64884)  (689, -0.627982) 
row 191: (147, -0.609722)  (183, -0.370423)  (191, 1.62146)  (290, -0.641314) 
row 192: (4, -0.395672)  (135, -0.602605)  (166, -0.271238)  (192, 1.26952) 
row 193: (4, -0.483699)  (136, -0.603046)  (154, -0.426032)  (193, 1.51278) 
row 194: (114, -0.448739)  (194, 1.12321)  (255, -0.363217)  (269, -0.31125) 
row 195: (16, -0.393537)  (195, 1.13586)  (196, -0.239913)  (265, -0.502407) 
row 196: (81, -0.256992)  (125, -0.236776)  (195, -0.239913)  (196, 0.733681) 
row 197: (197, 1.0698)  (198, -0.267934)  (224, -0.317234)  (331, -0.484633) 
row 198: (197, -0.267934)  (198, 0.684986)  (314, -0.417052) 
row 199: (54, -0.493549)  (58, -0.42681)  (199, 1.38006)  (334, -0.459699) 
row 200: (54, -0.474385)  (200, 1.12618)  (270, -0.233372)  (341, -0.418424) 
row 201: (12, -0.35732)  (201, 1.15665)  (237, -0.327738)  (332, -0.471588) 
row 202: (202, 0.98032)  (230, -0.238866)  (270, -0.460464)  (318, -0.280991) 
row 203: (203, 1.049)  (210, -0.448871)  (230, -0.324983)  (338, -0.275143) 
row 204: (204, 0.5225)  (312, -0.364874)  (320, -0.157626) 
row 205: (23, -0.499727)  (132, -0.285037)  (205, 1.20394)  (298, -0.419174) 
row 206: (41, -0.142105)  (42, -0.399411)  (119, -0.426174)  (206, 0.96769) 
row 207: (118, -0.651516)  (171, -0.493327)  (207, 1.76252)  (267, -0.61768) 
row 208: (9, -0.241807)  (10, -0.37263)  (208, 0.976749)  (265, -0.362311) 
row 209: (209, 1.46088)  (265, -0.616408)  (274, -0.561859)  (337, -0.28261) 
row 210: (203, -0.448871)  (210, 1.38711)  (246, -0.393319)  (262, -0.544923) 
row 211: (62, -0.240245)  (79, -0.469037)  (211, 1.21296)  (246, -0.503675) 
row 212: (212, 0.692815)  (248, -0.233633)  (315, -0.459182) 
row 213: (213, 0.481397)  (219, -0.193024)  (248, -0.288373) 
row 214: (214, 1.34551)  (228, -0.460829)  (250, -0.380481)  (260, -0.504203) 
row 215: (64, -0.310818)  (83, -0.532513)  (215, 1.39852)  (250, -0.555192) 
row 216: (9, -0.501314)  (216, 1.51377)  (217, -0.592653)  (238, -0.419804) 
row 217: (80, -0.659799)  (216, -0.592653)  (217, 2.7442) 
row 218: (132, -0.544923)  (218, 1.18952)  (284, -0.331547)  (327, -0.313048) 
row 219: (47, -0.463601)  (213, -0.193024)  (219, 1.04934)  (328, -0.392714) 
row 220: (84, -0.453309)  (220, 0.878955)  (323, -0.425646) 
row 221: (30, -0.191973)  (71, -0.320243)  (221, 0.855218)  (322, -0.343002) 
row 222: (222, 1.24412)  (236, -0.387565)  (292, -0.332882)  (336, -0.523669) 
row 223: (57, -0.456289)  (58, -0.47008)  (75, -0.490507)  (223, 1.41687) 
row 224: (197, -0.317234)  (224, 0.611508)  (332, -0.294274) 
row 225: (225, 1.31099)  (234, -0.521063)  (257, -0.31861)  (266, -0.47132) 
row 226: (92, -0.610505)  (226, 1.48063)  (271, -0.423462)  (314, -0.446664) 
row 227: (227, 1.87704)  (256, -0.473981)  (264, -0.59405)  (407, -0.809006) 
row 228: (214, -0.460829)  (228, 1.14649)  (247, -0.221386)  (315, -0.464274) 
row 229: (229, 0.991125)  (249, -0.353536)  (260, -0.637589) 
row 230: (202, -0.238866)  (203, -0.324983)  (230, 0.829366)  (341, -0.265518) 
row 231: (231, 2.7797)  (245, -0.408879)  (262, -0.910262) 
row 232: (66, -0.415451)  (232, 1.5717)  (256, -0.600057)  (288, -0.556188) 
