TITLE=" L2 and Linf norms of the changes of all variables. LAST OUTER ITERATION for each time step"
VARIABLES=         "TotalIter" "L2_VelocityX" "L2_VelocityY" "L2_VelocityZ" "L2_Pressure" "L2_TurbNut" "Linf_VelocityX" "Linf_VelocityY" "Linf_VelocityZ" "Linf_Pressure" "Linf_TurbNut"
      37  3.087E-04  5.198E-04  0.000E+00  1.983E-04  0.000E+00  3.504E-03  8.310E-03  0.000E+00  1.005E-03  0.000E+00
      38  2.966E-04  5.021E-04  0.000E+00  2.109E-04  0.000E+00  3.421E-03  7.746E-03  0.000E+00  9.716E-04  0.000E+00
      39  2.761E-04  4.801E-04  0.000E+00  2.317E-04  0.000E+00  3.395E-03  7.168E-03  0.000E+00  9.760E-04  0.000E+00
      40  2.576E-04  4.660E-04  0.000E+00  2.092E-04  0.000E+00  3.413E-03  6.621E-03  0.000E+00  9.590E-04  0.000E+00
      41  2.525E-04  4.415E-04  0.000E+00  1.961E-04  0.000E+00  3.372E-03  6.076E-03  0.000E+00  8.898E-04  0.000E+00
      42  2.549E-04  4.157E-04  0.000E+00  2.197E-04  0.000E+00  3.060E-03  5.533E-03  0.000E+00  8.451E-04  0.000E+00
      43  2.285E-04  3.909E-04  0.000E+00  1.826E-04  0.000E+00  2.701E-03  5.485E-03  0.000E+00  8.547E-04  0.000E+00
      44  2.317E-04  3.676E-04  0.000E+00  2.469E-04  0.000E+00  2.882E-03  5.146E-03  0.000E+00  7.715E-04  0.000E+00
      45  2.478E-04  3.418E-04  0.000E+00  2.524E-04  0.000E+00  2.796E-03  4.549E-03  0.000E+00  5.953E-04  0.000E+00
      46  2.213E-04  3.419E-04  0.000E+00  2.053E-04  0.000E+00  2.385E-03  4.307E-03  0.000E+00  6.900E-04  0.000E+00
      47  1.944E-04  3.203E-04  0.000E+00  1.712E-04  0.000E+00  2.297E-03  4.029E-03  0.000E+00  6.096E-04  0.000E+00
      48  1.884E-04  3.020E-04  0.000E+00  1.234E-04  0.000E+00  2.295E-03  3.753E-03  0.000E+00  4.348E-04  0.000E+00
      49  1.683E-04  2.785E-04  0.000E+00  2.440E-04  0.000E+00  2.178E-03  3.597E-03  0.000E+00  5.774E-04  0.000E+00
      50  1.599E-04  2.680E-04  0.000E+00  2.968E-04  0.000E+00  2.030E-03  3.275E-03  0.000E+00  6.840E-04  0.000E+00
