Mat Object: (p_) 2 MPI processes
  type: mpiaij
row 191: (186, -0.385222)  (187, -0.858213)  (191, 2.48534)  (195, -0.858346)  (196, -0.383558) 
row 192: (187, -0.243898)  (192, 2.13876)  (194, -0.785475)  (196, -0.865568)  (197, -0.243814) 
row 193: (188, -0.066105)  (189, -0.603934)  (193, 0.736154)  (198, -0.066115) 
row 194: (189, -0.151562)  (192, -0.785475)  (194, 1.69283)  (198, -0.604235)  (199, -0.151556) 
row 195: (93, -0.663684)  (190, -0.527015)  (191, -0.858346)  (195, 2.57857)  (200, -0.52953) 
row 196: (191, -0.383558)  (192, -0.865568)  (196, 2.51489)  (200, -0.882542)  (201, -0.383226) 
row 197: (192, -0.243814)  (197, 2.14013)  (199, -0.785704)  (201, -0.866794)  (202, -0.243814) 
row 198: (193, -0.066115)  (194, -0.604235)  (198, 0.736467)  (203, -0.0661172) 
row 199: (194, -0.151556)  (197, -0.785704)  (199, 1.69308)  (203, -0.604264)  (204, -0.151556) 
row 200: (80, -0.708001)  (195, -0.52953)  (196, -0.882542)  (200, 2.65194)  (205, -0.531864) 
row 201: (196, -0.383226)  (197, -0.866794)  (201, 2.51981)  (205, -0.886568)  (206, -0.383226) 
row 202: (197, -0.243814)  (202, 2.13876)  (204, -0.785475)  (206, -0.865568)  (207, -0.243898) 
row 203: (198, -0.0661172)  (199, -0.604264)  (203, 0.736498)  (208, -0.0661172) 
row 204: (199, -0.151556)  (202, -0.785475)  (204, 1.69283)  (208, -0.604235)  (209, -0.151562) 
row 205: (63, -0.713745)  (200, -0.531864)  (201, -0.886568)  (205, 2.66415)  (210, -0.531971) 
row 206: (201, -0.383226)  (202, -0.865568)  (206, 2.51507)  (210, -0.882716)  (211, -0.383558) 
row 207: (202, -0.243898)  (207, 2.13028)  (209, -0.78361)  (211, -0.858213)  (212, -0.24456) 
row 208: (203, -0.0661172)  (204, -0.604235)  (208, 0.736467)  (213, -0.066115) 
row 209: (204, -0.151562)  (207, -0.78361)  (209, 1.69081)  (213, -0.603934)  (214, -0.151706) 
row 210: (46, -0.704255)  (205, -0.531971)  (206, -0.882716)  (210, 2.65609)  (215, -0.537145) 
row 211: (206, -0.383558)  (207, -0.858213)  (211, 2.49724)  (215, -0.870246)  (216, -0.385222) 
row 212: (207, -0.24456)  (212, 2.09652)  (214, -0.774106)  (216, -0.830549)  (217, -0.247305) 
row 213: (208, -0.066115)  (209, -0.603934)  (213, 0.736154)  (218, -0.066105) 
row 214: (209, -0.151706)  (212, -0.774106)  (214, 1.68028)  (218, -0.601907)  (219, -0.152558) 
row 215: (33, -0.68031)  (210, -0.537145)  (211, -0.870246)  (215, 2.63325)  (220, -0.545552) 
row 216: (211, -0.385222)  (212, -0.830549)  (216, 2.42102)  (220, -0.815012)  (221, -0.390235) 
row 217: (212, -0.247305)  (217, 1.99697)  (219, -0.740749)  (221, -0.753848)  (222, -0.255072) 
row 218: (213, -0.066105)  (214, -0.601907)  (218, 0.734089)  (223, -0.0660774) 
row 219: (214, -0.152558)  (217, -0.740749)  (219, 1.6417)  (223, -0.592792)  (224, -0.155602) 
row 220: (24, -0.604909)  (215, -0.545552)  (216, -0.815012)  (220, 2.51185)  (225, -0.546381) 
row 221: (216, -0.390235)  (217, -0.753848)  (221, 2.20816)  (225, -0.67601)  (226, -0.388069) 
row 222: (217, -0.255072)  (222, 1.75508)  (224, -0.657597)  (226, -0.576388)  (227, -0.266027) 
row 223: (218, -0.0660774)  (219, -0.592792)  (223, 0.724908)  (228, -0.0660388) 
row 224: (219, -0.155602)  (222, -0.657597)  (224, 1.54301)  (228, -0.56512)  (229, -0.164691) 
row 225: (4, -0.37882)  (17, -0.433144)  (220, -0.546381)  (221, -0.67601)  (225, 2.03436) 
row 226: (4, -0.319979)  (5, -0.271323)  (221, -0.388069)  (222, -0.576388)  (226, 1.55576) 
row 227: (5, -0.24225)  (222, -0.266027)  (227, 1.27425)  (229, -0.48668)  (230, -0.279297) 
row 228: (223, -0.0660388)  (224, -0.56512)  (228, 0.69777)  (231, -0.0666116) 
row 229: (224, -0.164691)  (227, -0.48668)  (229, 1.34092)  (231, -0.501209)  (232, -0.188338) 
row 230: (8, -0.0539487)  (227, -0.279297)  (230, 1.00262)  (232, -0.227153)  (233, -0.442227) 
row 231: (228, -0.0666116)  (229, -0.501209)  (231, 0.640102)  (234, -0.0722812) 
row 232: (229, -0.188338)  (230, -0.227153)  (232, 1.08525)  (234, -0.354994)  (235, -0.314766) 
row 233: (6, -0.0544325)  (230, -0.442227)  (233, 1.00699)  (235, -0.226884)  (236, -0.283448) 
row 234: (231, -0.0722812)  (232, -0.354994)  (234, 0.551124)  (237, -0.123849) 
row 235: (232, -0.314766)  (233, -0.226884)  (235, 1.08498)  (237, -0.354994)  (238, -0.188338) 
row 236: (233, -0.283448)  (236, 1.36521)  (238, -0.49358)  (239, -0.318493)  (240, -0.269687) 
row 237: (234, -0.123849)  (235, -0.354994)  (237, 0.551124)  (241, -0.0722812) 
row 238: (235, -0.188338)  (236, -0.49358)  (238, 1.34782)  (241, -0.501209)  (242, -0.164691) 
row 239: (6, -0.234778)  (7, -0.118921)  (236, -0.318493)  (239, 1.05234)  (243, -0.380149) 
row 240: (236, -0.269687)  (240, 1.77489)  (242, -0.657597)  (243, -0.592535)  (244, -0.255072) 
row 241: (237, -0.0722812)  (238, -0.501209)  (241, 0.640102)  (245, -0.0666116) 
row 242: (238, -0.164691)  (240, -0.657597)  (242, 1.54301)  (245, -0.56512)  (246, -0.155602) 
row 243: (239, -0.380149)  (240, -0.592535)  (243, 1.80367)  (247, -0.432161)  (248, -0.398828) 
row 244: (240, -0.255072)  (244, 1.99697)  (246, -0.740749)  (248, -0.753848)  (249, -0.247305) 
row 245: (241, -0.0666116)  (242, -0.56512)  (245, 0.69777)  (250, -0.0660388) 
row 246: (242, -0.155602)  (244, -0.740749)  (246, 1.6417)  (250, -0.592792)  (251, -0.152558) 
row 247: (7, -0.352036)  (12, -0.211882)  (243, -0.432161)  (247, 1.50707)  (252, -0.510993) 
row 248: (243, -0.398828)  (244, -0.753848)  (248, 2.20412)  (252, -0.661207)  (253, -0.390235) 
row 249: (244, -0.247305)  (249, 2.09652)  (251, -0.774106)  (253, -0.830549)  (254, -0.24456) 
row 250: (245, -0.0660388)  (246, -0.592792)  (250, 0.724908)  (255, -0.0660774) 
row 251: (246, -0.152558)  (249, -0.774106)  (251, 1.68028)  (255, -0.601907)  (256, -0.151706) 
row 252: (14, -0.387673)  (247, -0.510993)  (248, -0.661207)  (252, 2.08306)  (257, -0.52319) 
row 253: (248, -0.390235)  (249, -0.830549)  (253, 2.40524)  (257, -0.79923)  (258, -0.385222) 
row 254: (249, -0.24456)  (254, 2.13028)  (256, -0.78361)  (258, -0.858213)  (259, -0.243898) 
row 255: (250, -0.0660774)  (251, -0.601907)  (255, 0.734089)  (260, -0.066105) 
row 256: (251, -0.151706)  (254, -0.78361)  (256, 1.69081)  (260, -0.603934)  (261, -0.151562) 
row 257: (19, -0.576594)  (252, -0.52319)  (253, -0.79923)  (257, 2.44123)  (262, -0.542215) 
row 258: (253, -0.385222)  (254, -0.858213)  (258, 2.50904)  (262, -0.882044)  (263, -0.383558) 
row 259: (254, -0.243898)  (259, 2.13876)  (261, -0.785475)  (263, -0.865568)  (264, -0.243814) 
row 260: (255, -0.066105)  (256, -0.603934)  (260, 0.736154)  (265, -0.066115) 
row 261: (256, -0.151562)  (259, -0.785475)  (261, 1.69283)  (265, -0.604235)  (266, -0.151556) 
row 262: (26, -0.693179)  (257, -0.542215)  (258, -0.882044)  (262, 2.66643)  (267, -0.548992) 
row 263: (258, -0.383558)  (259, -0.865568)  (263, 2.52223)  (267, -0.889878)  (268, -0.383226) 
row 264: (259, -0.243814)  (264, 2.14013)  (266, -0.785704)  (268, -0.866794)  (367, -0.243814) 
row 265: (260, -0.066115)  (261, -0.604235)  (265, 0.736467)  (269, -0.0661172) 
row 266: (261, -0.151556)  (264, -0.785704)  (266, 1.69308)  (269, -0.604264)  (373, -0.151556) 
row 267: (35, -0.737783)  (262, -0.548992)  (263, -0.889878)  (267, 2.71865)  (270, -0.542001) 
row 268: (263, -0.383226)  (264, -0.866794)  (268, 2.52902)  (270, -0.895773)  (374, -0.383226) 
row 269: (265, -0.0661172)  (266, -0.604264)  (269, 0.736498)  (381, -0.0661172) 
row 270: (48, -0.714403)  (267, -0.542001)  (268, -0.895773)  (270, 2.68002)  (383, -0.527844) 
row 271: (271, 0.723084)  (272, -0.142441)  (295, -0.218108)  (544, -0.362536) 
row 272: (271, -0.142441)  (272, 0.969871)  (273, -0.229989)  (413, -0.597441) 
row 273: (272, -0.229989)  (273, 0.782053)  (274, -0.0674169)  (410, -0.484647) 
row 274: (273, -0.0674169)  (274, 0.699071)  (275, -0.15931)  (412, -0.472344) 
row 275: (274, -0.15931)  (275, 0.506326)  (312, -0.053949)  (411, -0.293066) 
row 276: (153, -0.5204)  (276, 2.57139)  (277, -0.877783)  (278, -0.516989)  (528, -0.656215) 
row 277: (160, -0.383226)  (276, -0.877783)  (277, 2.51103)  (279, -0.866794)  (280, -0.383226) 
row 278: (276, -0.516989)  (278, 2.57164)  (280, -0.86708)  (281, -0.53118)  (529, -0.656395) 
row 279: (166, -0.243814)  (277, -0.866794)  (279, 2.14013)  (282, -0.785704)  (283, -0.243814) 
row 280: (277, -0.383226)  (278, -0.86708)  (280, 2.49943)  (283, -0.865568)  (284, -0.383558) 
row 281: (278, -0.53118)  (281, 2.60504)  (284, -0.876024)  (285, -0.533751)  (530, -0.66409) 
