    2500       1.000000000000E-03       6.851340233295E-04       7.211352539776E-04       0.000000000000E+00       4.747918775719E-04       5.489871138918E-02       1.032776027862E-01       0.000000000000E+00       1.124006429826E-01       5.445510481714E-02       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       8.631656644634E-03       7.349602121247E-03       0.000000000000E+00       1.000000000000E+20 # error_l1
    2500       1.000000000000E-03       9.322242810039E-04       9.609366414442E-04       0.000000000000E+00       5.813008993616E-04       3.676640584270E+00       1.429193632068E+01       0.000000000000E+00       1.624550136098E+01       3.673269737219E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.518742271649E-02       1.280541780290E-02       0.000000000000E+00       1.000000000000E+20 # error_l2
    2500       1.000000000000E-03       3.992100305065E-02       4.377691986809E-02       0.000000000000E+00       1.252041162935E-03       1.442811835101E+03       8.138031376813E+03       0.000000000000E+00       9.323806113434E+03       1.444532364261E+03       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       3.689624890971E-01       4.786849622201E-01       0.000000000000E+00       1.000000000000E+20 # error_linf
    2500       1.000000000000E-03       1.481573941877E-03       1.527352830484E-03       0.000000000000E+00       1.133039789582E-03       5.022360966079E-02       6.774390519780E-02       0.000000000000E+00       7.273071390689E-02       4.612194010222E-02       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.086195857791E-02       8.815343194422E-03       0.000000000000E+00       1.000000000000E+20 # error_l1
    2500       1.000000000000E-03       2.020725579860E-03       2.637284258739E-03       0.000000000000E+00       1.436453997906E-03       2.488195121078E-01       7.273311132305E-01       0.000000000000E+00       1.088192258825E+00       2.445312979961E-01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.521946386085E-02       1.289722973434E-02       0.000000000000E+00       1.000000000000E+20 # error_l2
    2500       1.000000000000E-03       8.825277316106E-03       1.792411652060E-02       0.000000000000E+00       3.275925481721E-03       8.340331552430E+01       3.085928275203E+02       0.000000000000E+00       6.549546254322E+02       7.189904279041E+01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       3.897009056997E-01       5.090742758661E-01       0.000000000000E+00       1.000000000000E+20 # error_linf
    2500       1.000000000000E-03       1.481573941877E-03       1.527352830484E-03       0.000000000000E+00       1.133039789582E-03       5.022360966079E-02       6.774390519780E-02       0.000000000000E+00       7.273071390689E-02       4.612194010222E-02       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.086195857791E-02       8.815343194422E-03       0.000000000000E+00       1.000000000000E+20 # error_l1
    2500       1.000000000000E-03       2.020725579860E-03       2.637284258739E-03       0.000000000000E+00       1.436453997906E-03       2.488195121078E-01       7.273311132305E-01       0.000000000000E+00       1.088192258825E+00       2.445312979961E-01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.521946386085E-02       1.289722973434E-02       0.000000000000E+00       1.000000000000E+20 # error_l2
    2500       1.000000000000E-03       8.825277316106E-03       1.792411652060E-02       0.000000000000E+00       3.275925481721E-03       8.340331552430E+01       3.085928275203E+02       0.000000000000E+00       6.549546254322E+02       7.189904279041E+01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       3.897009056997E-01       5.090742758661E-01       0.000000000000E+00       1.000000000000E+20 # error_linf
    2500       1.000000000000E-03       2.005413531998E-03       1.789174735436E-03       0.000000000000E+00       1.581102797417E-03       5.407371999142E-02       7.370693253494E-02       0.000000000000E+00       8.180608156312E-02       5.085617608627E-02       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.265689348817E-02       1.346426823531E-02       0.000000000000E+00       1.000000000000E+20 # error_l1
    2500       1.000000000000E-03       2.662857929991E-03       3.387284014645E-03       0.000000000000E+00       2.032979134241E-03       2.055078165884E-01       4.380565080701E-01       0.000000000000E+00       6.350858868091E-01       2.017441168910E-01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.931407595027E-02       2.162140622545E-02       0.000000000000E+00       1.000000000000E+20 # error_l2
    2500       1.000000000000E-03       1.252565883232E-02       2.725750319250E-02       0.000000000000E+00       7.606367809771E-03       6.068771744228E+01       1.584325135340E+02       0.000000000000E+00       4.458872379016E+02       4.481835683976E+01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.396944616601E-01       1.328933628366E-01       0.000000000000E+00       1.000000000000E+20 # error_linf
    2500       1.000000000000E-03       1.994605515237E-03       1.827901654322E-03       0.000000000000E+00       1.554681892883E-03       5.521136175698E-02       7.335174446066E-02       0.000000000000E+00       8.699577652768E-02       5.250302065847E-02       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       1.331173529887E-02       1.421447947967E-02       0.000000000000E+00       1.000000000000E+20 # error_l1
    2500       1.000000000000E-03       2.645909665018E-03       3.537129424262E-03       0.000000000000E+00       2.062963182104E-03       2.046918807122E-01       4.440545127272E-01       0.000000000000E+00       6.337155917633E-01       2.011602525683E-01       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       0.000000000000E+00       2.035082172945E-02       2.334496032586E-02       0.000000000000E+00       1.000000000000E+20 # error_l2
